model_id;(Intercept);count_TRUE;counting_method;counting_time_1m;counting_time_cells;exp_bota;habitat_closure;quadrat_order;quadrat_order_squared;species_conspicuousness;count_TRUE:counting_method;counting_method:exp_bota;counting_method:habitat_closure;counting_method:quadrat_order;counting_method:quadrat_order_squared;counting_method:species_conspicuousness;counting_time_1m:habitat_closure;counting_time_1m:species_conspicuousness;counting_time_cells:habitat_closure;counting_time_cells:species_conspicuousness;habitat_closure:species_conspicuousness;df;logLik;AICc;delta;weight
973695;-0,741834587;-0,004850694;+;0,182592162;0,071312024;0,10286547;-0,492790496;0,00389126;NA;0,180153978;+;NA;+;+;NA;+;-0,017407318;NA;-0,040909567;0,012028007;0,140668397;25;-14488,37049;29027,04379;292,8393166;6.94692512246311e-65
673151;-0,859263101;-0,004457873;+;0,162442933;0,088570099;0,048516638;-0,531455946;0,021557695;NA;0,232077479;NA;+;NA;NA;NA;+;NA;NA;-0,026178344;NA;0,141113776;19;-14494,86472;29027,90624;293,7017568;4.51352758016231e-65
973823;-0,727107078;-0,004854179;+;0,182684413;0,071342293;0,102828693;-0,492940212;-0,003416515;0,000662859;0,180185162;+;NA;+;+;NA;+;-0,017380632;NA;-0,040877941;0,012009491;0,140725342;26;-14487,85127;29028,02966;293,8251849;4.24340061761541e-65
935295;-0,860590406;-0,004453996;+;0,163042365;0,092452628;0,04855144;-0,534179721;0,021577549;NA;0,232047068;NA;+;NA;NA;NA;+;NA;NA;-0,025739411;-0,002160394;0,1417961;20;-14494,17106;29028,53755;294,3330719;3.29175706157308e-65
1039231;-0,743223091;-0,00485116;+;0,173244304;0,070848508;0,102857864;-0,493147771;0,003889447;NA;0,181087856;+;NA;+;+;NA;+;-0,020012876;0,005572439;-0,041014581;0,012275936;0,140385946;26;-14488,1377;29028,60252;294,3980379;3.18654881436129e-65
673279;-0,842606197;-0,004461227;+;0,162548858;0,088551913;0,048660569;-0,531629743;0,013676495;0,00071156;0,231701015;NA;+;NA;NA;NA;+;NA;NA;-0,02617357;NA;0,141222482;20;-14494,25848;29028,7124;294,5079226;3.01619496022899e-65
982015;-0,708884214;-0,00485075;+;0,183106779;0,07144052;0,102827734;-0,494042536;-0,013039172;0,00154299;0,180208183;+;NA;+;+;+;+;-0,017466661;NA;-0,040911226;0,01203018;0,141123647;28;-14486,33877;29029,0561;294,8516169;2.5399615916288e-65
935423;-0,844050905;-0,004457515;+;0,163142825;0,092438942;0,048662615;-0,534046651;0,013706101;0,000710616;0,231811922;NA;+;NA;NA;NA;+;NA;NA;-0,025735904;-0,002161564;0,141783004;21;-14493,56585;29029,34673;295,1422535;2.19642413782663e-65
1039359;-0,731658959;-0,004853513;+;0,172924943;0,070891942;0,102934262;-0,495023707;-0,003489092;0,000671271;0,181996075;+;NA;+;+;NA;+;-0,020114272;0,005863076;-0,040995;0,012260968;0,141055387;27;-14487,59478;29029,54194;295,3374567;1.99217905634217e-65
673215;-0,812224229;-0,00446316;+;0,162659956;0,088412218;0,048899099;-0,531985206;NA;0,001882894;0,231352894;NA;+;NA;NA;NA;+;NA;NA;-0,02613402;NA;0,141379042;19;-14496,00052;29030,17783;295,9733518;1.44959107515537e-65
1047551;-0,708451387;-0,004852937;+;0,173060141;0,071016293;0,102808275;-0,49296841;-0,013074038;0,001544574;0,180694677;+;NA;+;+;+;+;-0,020255122;0,006051348;-0,041018416;0,01226866;0,140382128;29;-14486,06775;29030,54119;296,3367112;1.20876821516202e-65
940927;-0,74332416;-0,004842081;+;0,180755322;0,07156615;0,102440172;-0,491494225;0,003866329;NA;0,180753124;+;NA;+;+;NA;+;NA;NA;-0,040298483;0,011853995;0,140992073;24;-14491,17523;29030,62992;296,425442;1.15631288494768e-65
935359;-0,813583408;-0,004458874;+;0,163261395;0,092279393;0,048932037;-0,534806675;NA;0,001884453;0,231325392;NA;+;NA;NA;NA;+;NA;NA;-0,025698758;-0,002151207;0,142111562;20;-14495,31448;29030,82439;296,6199127;1.04917176384581e-65
973183;-0,786043032;-0,004614614;+;0,185741538;0,072270559;0,103052458;-0,496935033;0,003888557;NA;0,188596072;NA;NA;+;+;NA;+;-0,017197404;NA;-0,041190318;0,012277553;0,141222927;23;-14492,3101;29030,87725;296,6727722;1.02180566087613e-65
1022847;-0,770444753;-0,004826511;+;0,145923013;0,072981187;0,102897175;-0,499963543;0,003903432;NA;0,192919971;+;NA;+;+;NA;NA;-0,027484263;0,02135007;-0,040321982;0,010935885;0,140295481;24;-14491,36398;29031,00742;296,8029408;9.5742009870001e-66
941055;-0,726340981;-0,004841077;+;0,180892929;0,071603466;0,102305311;-0,491557003;-0,003446999;0,000662534;0,179704249;+;NA;+;+;NA;+;NA;NA;-0,040256586;0,011827867;0,141161296;25;-14490,64505;29031,59291;297,3884321;7.14438298099594e-66
973311;-0,768872236;-0,004619755;+;0,185879535;0,072311216;0,102982522;-0,496904116;-0,00398661;0,000716192;0,188068279;NA;NA;+;+;NA;+;-0,017139077;NA;-0,041158104;0,012247219;0,141321966;24;-14491,6997;29031,67886;297,4743838;6.84385123666208e-66
1022975;-0,752412408;-0,004825624;+;0,145916442;0,072995399;0,1029683;-0,499515417;-0,004000182;0,000719407;0,191759201;+;NA;+;+;NA;NA;-0,027495029;0,021468182;-0,040302668;0,010936279;0,140336157;25;-14490,74794;29031,79869;297,5942115;6.44585147281757e-66
1038719;-0,787775619;-0,004621978;+;0,173987253;0,071754061;0,103048818;-0,497572557;0,003878756;NA;0,189910409;NA;NA;+;+;NA;+;-0,020468455;0,007021279;-0,041332192;0,012583208;0,140999396;24;-14491,94624;29032,17194;297,967459;5.34848312166322e-66
1006463;-0,74129715;-0,004842513;+;0,187031815;0,071807404;0,102378275;-0,492112602;0,003858376;NA;0,179663944;+;NA;+;+;NA;+;NA;-0,003655664;-0,040287241;0,011719428;0,141383959;25;-14491,05104;29032,40491;298,2004296;4.7603810085948e-66
949247;-0,707224941;-0,004844244;+;0,181327887;0,071706166;0,102346317;-0,492708604;-0,013468712;0,001577111;0,17992637;+;NA;+;+;+;+;NA;NA;-0,040296865;0,011853011;0,141443664;27;-14489,1601;29032,67256;298,4680828;4.16410391385934e-66
981503;-0,750865806;-0,004619577;+;0,186289672;0,072435623;0,102995366;-0,497117427;-0,013273352;0,001562543;0,188285651;NA;NA;+;+;+;+;-0,017237437;NA;-0,041197688;0,012282997;0,141290652;26;-14490,17707;29032,68126;298,4767854;4.14602408698303e-66
1031167;-0,735467667;-0,004826338;+;0,146164914;0,07312691;0,102932669;-0,500671163;-0,012970112;0,001537061;0,192107967;+;NA;+;+;+;NA;-0,027649815;0,021579729;-0,040328344;0,010935868;0,140652372;27;-14489,20309;29032,75854;298,5540605;3.98888704028692e-66
1038847;-0,770352775;-0,004625143;+;0,173575276;0,071748633;0,10304682;-0,497443076;-0,004202774;0,000734999;0,189493447;NA;NA;+;+;NA;+;-0,020558031;0,007328792;-0,041307269;0,012576558;0,140998542;25;-14491,30527;29032,91336;298,7088865;3.69174496065976e-66
1022335;-0,800375295;-0,00462428;+;0,151523768;0,075544384;0,103101836;-0,500030153;0,003889225;NA;0,196286338;NA;NA;+;+;NA;NA;-0,026248327;0,019654313;-0,040246845;0,010448098;0,140434223;22;-14494,52764;29033,29084;299,0863647;3.05677406387504e-66
1006591;-0,727224177;-0,004844445;+;0,186832393;0,07186362;0,102428546;-0,492596169;-0,00342373;0,000661168;0,179719614;+;NA;+;+;NA;+;NA;-0,003444583;-0,040261851;0,011696169;0,141601131;26;-14490,53636;29033,39983;299,1953524;2.89465602445191e-66
1047039;-0,751986787;-0,004626194;+;0,17379065;0,071896783;0,103031494;-0,498100094;-0,013266415;0,001561937;0,189205947;NA;NA;+;+;+;+;-0,020715936;0,007453437;-0,041342604;0,012601542;0,141275425;27;-14489,76749;29033,88734;299,6828657;2.26847922880051e-66
1022463;-0,779717136;-0,004628452;+;0,151455693;0,075515503;0,103105936;-0,499699106;-0,004525859;0,000765536;0,194630791;NA;NA;+;+;NA;NA;-0,026281099;0,019783259;-0,040232334;0,010457229;0,140539621;23;-14493,82352;29033,90409;299,6996145;2.24956142546018e-66
940415;-0,786090132;-0,004611383;+;0,184020422;0,072466329;0,102571114;-0,496165065;0,003843023;NA;0,188685258;NA;NA;+;+;NA;+;NA;NA;-0,040591371;0,012105655;0,141706394;22;-14495,04415;29034,32388;300,1193984;1.82365600818883e-66
1014783;-0,703642003;-0,004849045;+;0,187090121;0,071972065;0,102465408;-0,491751355;-0,01347203;0,001577657;0,178293491;+;NA;+;+;+;+;NA;-0,003364645;-0,040287382;0,011711504;0,141377784;28;-14489,05639;29034,49133;300,2868494;1.67718672251575e-66
1030655;-0,764090176;-0,00462869;+;0,151614078;0,075721977;0,103101688;-0,500834507;-0,013224374;0,001558686;0,195335414;NA;NA;+;+;+;NA;-0,026448478;0,019930841;-0,040246108;0,010446457;0,14083826;25;-14492,30669;29034,91619;300,7117138;1.35619856918385e-66
940543;-0,769039979;-0,004614485;+;0,184151693;0,072514173;0,102580903;-0,496168464;-0,004064799;0,000719532;0,188192589;NA;NA;+;+;NA;+;NA;NA;-0,040555022;0,012070371;0,14182103;23;-14494,42309;29035,10321;300,8987365;1.23512753730784e-66
977919;-0,769023313;-0,004846516;+;0,182479901;0,071012276;0,102769615;-0,493631558;0,014827902;-0,000868964;0,180105775;+;NA;+;NA;+;+;-0,01756345;NA;-0,0407181;0,011939135;0,141049595;26;-14491,79104;29035,90919;301,7047127;8.25460509825092e-67
948735;-0,747065223;-0,004615539;+;0,184551717;0,072674954;0,102560145;-0,495250753;-0,013790888;0,001605756;0,187201889;NA;NA;+;+;+;+;NA;NA;-0,040585451;0,012085993;0,141572005;25;-14492,92706;29036,15694;301,952465;7.29285511323096e-67
1005951;-0,7852768;-0,004608763;+;0,188090819;0,072649733;0,102590841;-0,49559914;0,003846518;NA;0,188152421;NA;NA;+;+;NA;+;NA;-0,002354789;-0,040577404;0,01200199;0,141635504;23;-14494,99087;29036,23879;302,0343083;7.00044300664261e-67
1006079;-0,769477271;-0,004612742;+;0,187728038;0,072659334;0,1026003;-0,495503296;-0,003991475;0,000711935;0,188249371;NA;NA;+;+;NA;+;NA;-0,002083704;-0,040550063;0,011989821;0,141632197;24;-14494,38013;29037,03972;302,8352384;4.69035564448994e-67
1043455;-0,770862603;-0,004850272;+;0,172250923;0,070527972;0,102771866;-0,49405593;0,014640144;-0,000852524;0,181479419;+;NA;+;NA;+;+;-0,020440031;0,006146209;-0,040836671;0,012206112;0,140752157;27;-14491,50894;29037,37024;303,1657667;3.97587269987442e-67
977855;-0,736902898;-0,004847081;+;0,182585985;0,070921028;0,102775;-0,49424234;NA;0,000409665;0,17992236;+;NA;+;NA;+;+;-0,017339778;NA;-0,040619605;0,011903352;0,141350519;25;-14493,8269;29037,95663;303,7521472;2.96552479332145e-67
1014271;-0,748659797;-0,004612669;+;0,188085146;0,072805409;0,102589435;-0,496575314;-0,013710882;0,001599125;0,187375093;NA;NA;+;+;+;+;NA;-0,002058118;-0,040579461;0,012010972;0,142078153;26;-14492,88629;29038,09971;303,8952318;2.76077568076643e-67
1043391;-0,739634571;-0,004850623;+;0,17161349;0,070436186;0,10285438;-0,493561999;NA;0,000409418;0,18180756;+;NA;+;NA;+;+;-0,02045991;0,006616397;-0,040747453;0,012175964;0,140592006;26;-14493,49794;29039,32301;305,1185311;1.49759735318055e-67
1027071;-0,799209041;-0,004825294;+;0,145664472;0,072551817;0,102946121;-0,499023703;0,014182818;-0,000811017;0,194384638;+;NA;+;NA;+;NA;-0,027709236;0,021505915;-0,040173863;0,010924338;0,13990701;25;-14494,56792;29039,43866;305,2341857;1.4134517629926e-67
945151;-0,767541859;-0,004843089;+;0,180692548;0,07123074;0,102326778;-0,491523565;0,014551125;-0,000846666;0,179858251;+;NA;+;NA;+;+;NA;NA;-0,040112023;0,011786472;0,141119315;25;-14494,6474;29039,59763;305,3931486;1.30545716821739e-67
977407;-0,812885804;-0,004613852;+;0,185654994;0,071998718;0,102950006;-0,497044903;0,014500625;-0,000840616;0,188870265;NA;NA;+;NA;+;+;-0,017301926;NA;-0,041012688;0,01221486;0,141321868;24;-14495,73642;29039,7523;305,5478221;1.20830258408839e-67
1042943;-0,814483974;-0,004620667;+;0,172943396;0,0714102;0,102981246;-0,498691466;0,014294342;-0,000822854;0,190235559;NA;NA;+;NA;+;+;-0,020869996;0,007578192;-0,041175244;0,012561915;0,141459191;25;-14495,31441;29040,93164;306,7271647;6.70015280455512e-68
1027007;-0,764660911;-0,004823919;+;0,145396945;0,072397969;0,102855674;-0,499374629;NA;0,000410853;0,192654;+;NA;+;NA;+;NA;-0,027602457;0,021744523;-0,040103386;0,010938636;0,140243669;24;-14496,43736;29041,15418;306,949705;5.994606631674e-68
1010687;-0,76530518;-0,004843742;+;0,186321248;0,071459372;0,102349624;-0,492325847;0,014675347;-0,000856589;0,178435309;+;NA;+;NA;+;+;NA;-0,003292856;-0,040103459;0,011662183;0,141655462;26;-14494,54682;29041,42075;307,2162733;5.24657781251527e-68
945087;-0,736530187;-0,004840669;+;0,180836055;0,07115536;0,102357777;-0,493051544;NA;0,000408975;0,17980029;+;NA;+;NA;+;+;NA;NA;-0,040016524;0,01174271;0,141709456;24;-14496,61501;29041,50948;307,3050034;5.01890111049484e-68
977343;-0,779247347;-0,004615977;+;0,185737367;0,071899861;0,102954696;-0,497296384;NA;0,000410668;0,187959296;NA;NA;+;NA;+;+;-0,017107268;NA;-0,040917411;0,012184829;0,141544835;23;-14497,68597;29041,62898;307,4244987;4.72781584097684e-68
990079;-0,787070241;-0,004793368;+;0,151936024;0,074066697;0,102186589;-0,502321683;0,003857972;NA;0,199438978;+;NA;+;+;NA;NA;NA;0,015849944;-0,039245635;0,010264469;0,141280566;23;-14497,72444;29041,70593;307,501452;4.54936055666879e-68
1026559;-0,824659796;-0,004622499;+;0,151087845;0,075187869;0,103013196;-0,500357812;0,013965231;-0,000793851;0,195914524;NA;NA;+;NA;+;NA;-0,026489764;0,019879257;-0,040089113;0,010431554;0,140701507;23;-14497,78068;29041,81839;307,6139151;4.30060263099101e-68
990207;-0,770027318;-0,004791607;+;0,151974264;0,074089289;0,102131199;-0,502971981;-0,003928812;0,00070951;0,198479713;+;NA;+;+;NA;NA;NA;0,015928093;-0,039233494;0,010261375;0,141715081;24;-14497,11577;29042,511;308,3065175;3.04181371704721e-68
1042879;-0,781834966;-0,004623295;+;0,172258334;0,071315833;0,103021566;-0,497788441;NA;0,000411174;0,189639269;NA;NA;+;NA;+;+;-0,02087014;0,008037061;-0,041075702;0,012530042;0,141173064;24;-14497,21145;29042,70237;308,4978911;2.76424387515013e-68
989567;-0,812394253;-0,00460895;+;0,156805231;0,076408186;0,102412715;-0,502926868;0,003857448;NA;0,201532453;NA;NA;+;+;NA;NA;NA;0,014514535;-0,039221757;0,009836191;0,141701579;21;-14500,36289;29042,94081;308,7363301;2.45357873115065e-68
944639;-0,812272891;-0,004608731;+;0,183903645;0,072209086;0,102484174;-0,496563644;0,014232793;-0,000818494;0,1887906;NA;NA;+;NA;+;+;NA;NA;-0,040404004;0,012031976;0,141942736;23;-14498,51768;29043,29241;309,0879343;2.05802244326985e-68
1010623;-0,738622215;-0,004844015;+;0,185493674;0,071365567;0,102387788;-0,49146247;NA;0,000412469;0,180747553;+;NA;+;NA;+;+;NA;-0,002722502;-0,040016724;0,011638412;0,140983256;25;-14496,54231;29043,38743;309,1829531;1.96253331912977e-68
1026495;-0,792624774;-0,004625549;+;0,150840502;0,075026664;0,103070568;-0,500444829;NA;0,000411271;0,195204827;NA;NA;+;NA;+;NA;-0,026395062;0,020088797;-0,040017772;0,010442456;0,140839355;22;-14499,58958;29043,41474;309,2102592;1.93592079013412e-68
989695;-0,795025176;-0,004613401;+;0,156677296;0,076367266;0,102429182;-0,502927532;-0,004492134;0,000759047;0,201315115;NA;NA;+;+;NA;NA;NA;0,014661614;-0,039209883;0,009851978;0,141745072;22;-14499,67403;29043,58362;309,3791445;1.77915835870184e-68
998399;-0,750410883;-0,004793216;+;0,152253453;0,074232498;0,102226259;-0,50305891;-0,013653775;0,001595934;0,198324611;+;NA;+;+;+;NA;NA;0,015995858;-0,039247333;0,010254276;0,14171729;26;-14495,63771;29043,60255;309,3980673;1.76240443690871e-68
997887;-0,774685185;-0,004614613;+;0,156897834;0,076573214;0,10240244;-0,503277538;-0,013913027;0,00161782;0,200608937;NA;NA;+;+;+;NA;NA;0,014752005;-0,039220426;0,009839685;0,14192962;24;-14498,22224;29044,72394;310,5194607;1.00600026449879e-68
944575;-0,779114255;-0,004611976;+;0,183997236;0,072137684;0,102504661;-0,496300501;NA;0,00040921;0,187873124;NA;NA;+;NA;+;+;NA;NA;-0,040310442;0,011990194;0,142005873;22;-14500,40078;29045,03712;310,8326444;8.60183517094554e-69
1010175;-0,810879137;-0,004607882;+;0,187355454;0,072344349;0,102512799;-0,49624689;0,014299797;-0,000824222;0,18793223;NA;NA;+;NA;+;+;NA;-0,002006317;-0,040397181;0,011955347;0,141990546;24;-14498,47889;29045,23724;311,0327602;7.78281164224898e-69
989055;-0,727963949;-0,004682926;+;0,181193662;0,074842784;0,049937564;-0,522605598;0,004517614;NA;0,225757563;+;+;NA;+;NA;NA;NA;-0,012049537;-0,02625969;0,007966758;0,138018321;23;-14499,60684;29045,47072;311,2662392;6.9252779462443e-69
692031;-0,736906656;-0,004579289;+;0,176105049;0,08377357;0,044763557;-0,525380101;NA;NA;0,240959961;+;+;+;NA;NA;NA;-0,011175006;NA;-0,033024628;NA;0,1444461;21;-14501,87036;29045,95575;311,7512729;5.43392286524383e-69
957311;-0,822615609;-0,004741415;+;0,179207928;0,076759499;0,10254334;-0,511679388;0,003949956;NA;0,213310665;+;NA;+;+;NA;NA;-0,017840483;NA;-0,039247321;0,008699836;0,141364396;23;-14499,96564;29046,18832;311,983839;4.83740442668822e-69
659263;-0,742191517;-0,004573318;+;0,174865083;0,083744558;0,044721185;-0,526440554;NA;NA;0,242798153;+;+;+;NA;NA;NA;NA;NA;-0,032684802;NA;0,145197101;20;-14503,02771;29046,25087;312,0463875;4.68845943657441e-69
956799;-0,842180483;-0,004592523;+;0,181196031;0,078944897;0,10279969;-0,511823064;0,003944748;NA;0,214396614;NA;NA;+;+;NA;NA;-0,017445026;NA;-0,039233433;0,008401489;0,141801505;21;-14502,02672;29046,26847;312,0639963;4.64736139262998e-69
989183;-0,713998067;-0,00468583;+;0,181214956;0,074843755;0,050117775;-0,522403988;-0,002463508;0,000633805;0,225670657;+;+;NA;+;NA;NA;NA;-0,011980451;-0,026265391;0,007971411;0,137924279;24;-14499,12795;29046,53536;312,3308817;4.06680191521416e-69
1010111;-0,778971834;-0,004609924;+;0,186692337;0,072232624;0,102538859;-0,496196484;NA;0,000409579;0,187665428;NA;NA;+;NA;+;+;NA;-0,001561075;-0,04030442;0,01193452;0,142008194;23;-14500,3773;29047,01165;312,8071715;3.20499976355609e-69
956927;-0,825102066;-0,004597005;+;0,181303709;0,07893585;0,102796353;-0,510770692;-0,003789443;0,000703385;0,213889025;NA;NA;+;+;NA;NA;-0,017415367;NA;-0,039211343;0,008396932;0,141507911;22;-14501,43228;29047,10014;312,8956595;3.06628903101027e-69
957439;-0,808479075;-0,00474389;+;0,179400769;0,076775035;0,102622603;-0,514091789;-0,003375246;0,000666473;0,213050686;+;NA;+;+;NA;NA;-0,01784647;NA;-0,039228459;0,008694705;0,142289093;24;-14499,44098;29047,16143;312,9569469;2.97375164518541e-69
757567;-0,739432531;-0,004579412;+;0,17594145;0,083772129;0,044842986;-0,527039708;NA;NA;0,241692801;+;+;+;NA;NA;NA;-0,011176417;8,37E-05;-0,033015442;NA;0,144992007;22;-14501,87005;29047,97568;313,7711986;1.97921140898373e-69
724799;-0,74480916;-0,004572414;+;0,177466854;0,083757488;0,044639701;-0,525280636;NA;NA;0,244203308;+;+;+;NA;NA;NA;NA;-0,001663876;-0,032723249;NA;0,144444588;21;-14502,95516;29048,12535;313,9208724;1.83649995987079e-69
965631;-0,788381624;-0,004740872;+;0,179773704;0,076951246;0,102642927;-0,512254686;-0,012866215;0,001534168;0,212518834;+;NA;+;+;+;NA;-0,01788744;NA;-0,039244103;0,008677815;0,141726655;26;-14497,98058;29048,28828;314,0838051;1.6928190555771e-69
965119;-0,807690224;-0,004595282;+;0,181697444;0,07915946;0,102877116;-0,512058948;-0,013181507;0,001560485;0,214166964;NA;NA;+;+;+;NA;-0,017465153;NA;-0,039221702;0,008373313;0,14191396;24;-14500,01326;29048,30598;314,1015064;1.67790260369364e-69
988543;-0,753610962;-0,004505573;+;0,188761908;0,074800313;0,049939358;-0,52532446;0,00450863;NA;0,228231905;NA;+;NA;+;NA;NA;NA;-0,01438439;-0,026171008;0,007796432;0,138865269;21;-14503,09469;29048,40442;314,1999436;1.59731801028068e-69
997375;-0,697918116;-0,00468447;+;0,18130295;0,074924849;0,050174558;-0,523758777;-0,010672058;0,001385243;0,225409306;+;+;NA;+;+;NA;NA;-0,011924875;-0,02625209;0,007972569;0,138440624;26;-14498,41955;29049,16621;314,9617327;1.09136745616681e-69
691519;-0,764207893;-0,004386305;+;0,178279913;0,085878192;0,044967686;-0,525605018;NA;NA;0,24327421;NA;+;+;NA;NA;NA;-0,010660027;NA;-0,033147835;NA;0,144947341;19;-14505,50002;29049,17682;314,9723425;1.08559318916585e-69
658751;-0,76426627;-0,004384099;+;0,177128381;0,085817559;0,04480533;-0,525594329;NA;NA;0,243178139;NA;+;+;NA;NA;NA;NA;NA;-0,032826902;NA;0,145429656;18;-14506,5602;29049,27948;315,0749972;1.03127836473362e-69
988671;-0,736601628;-0,004507515;+;0,188677272;0,074783146;0,05010396;-0,524085442;-0,002755108;0,000660744;0,227233492;NA;+;NA;+;NA;NA;NA;-0,014277366;-0,026174461;0,007803418;0,138525944;22;-14502,56936;29049,37428;315,169802;9.83533847077528e-70
771903;-0,600059738;-0,004756418;+;0,11591799;0,082830012;0,045251755;-0,486202666;NA;NA;0,18686607;+;+;NA;NA;NA;+;-0,058676446;0,033486414;-0,028945005;NA;0,137713085;22;-14502,7416;29049,71877;315,5142894;8.279132556829e-70
924031;-0,843561849;-0,004588908;+;0,179393267;0,078930048;0,102359384;-0,510834453;0,003913146;NA;0,215157856;NA;NA;+;+;NA;NA;NA;NA;-0,038679654;0,008344429;0,14209138;20;-14504,85596;29049,90735;315,7028736;7.53415042352341e-70
924543;-0,826079077;-0,004729255;+;0,177381177;0,076859255;0,102218648;-0,511282953;0,003924654;NA;0,214341165;+;NA;+;+;NA;NA;NA;NA;-0,038678041;0,008625676;0,141941516;22;-14502,93226;29050,10008;315,895604;6.84200527217377e-70
994303;-0,815255082;-0,004789936;+;0,151671501;0,073662566;0,102088385;-0,503298364;0,013954816;-0,000794061;0,200700696;+;NA;+;NA;+;NA;NA;0,015964857;-0,039090683;0,010247631;0,14155691;24;-14501,04409;29050,36764;316,163158;5.98528438999482e-70
924159;-0,826666226;-0,004591867;+;0,179498524;0,078910002;0,102399625;-0,51094965;-0,003924196;0,000712232;0,214638728;NA;NA;+;+;NA;NA;NA;NA;-0,038657187;0,008343512;0,142180752;21;-14504,25196;29050,71896;316,5144822;5.02106367156633e-70
923519;-0,699064485;-0,004737932;+;0,161150013;0,072648074;0,050302909;-0,520493085;0,00445664;NA;0,214527265;+;+;NA;+;NA;NA;NA;NA;-0,026508869;0,009218078;0,13756486;22;-14503,31032;29050,8562;316,6517263;4.68806417350275e-70
1034047;-0,595386133;-0,004759193;+;0,113618898;0,079902189;0,045024765;-0,481393676;NA;NA;0,185962838;+;+;NA;NA;NA;+;-0,059368466;0,034704853;-0,029348099;0,001686657;0,136478975;23;-14502,34259;29050,94222;316,7377376;4.49072461367219e-70
924671;-0,808361303;-0,004732964;+;0,177588318;0,076872443;0,102257541;-0,510176329;-0,003386856;0,000663285;0,213410704;+;NA;+;+;NA;NA;NA;NA;-0,038661069;0,008622181;0,141657943;23;-14502,39654;29051,05012;316,8456412;4.25486187246132e-70
724287;-0,767691284;-0,004381479;+;0,179960353;0,085856315;0,04485499;-0,526180631;NA;NA;0,244586553;NA;+;+;NA;NA;NA;NA;-0,001899899;-0,032863721;NA;0,145370259;19;-14506,46633;29051,10944;316,9049606;4.13051694415564e-70
